"Observation station","Year","Month","Day","Time [Local time]","Direct solar radiation mean [W/m2]"
"Jokioinen Ilmala","2022","8","24","00:00","1.5"
"Jokioinen Ilmala","2022","8","25","00:00","229.4"
"Jokioinen Ilmala","2022","8","26","00:00","93.9"
"Jokioinen Ilmala","2022","8","27","00:00","216.9"
"Jokioinen Ilmala","2022","8","28","00:00","250.7"
"Jokioinen Ilmala","2022","8","29","00:00","150.1"
"Jokioinen Ilmala","2022","8","30","00:00","189.8"
"Jokioinen Ilmala","2022","8","31","00:00","167.9"
"Jokioinen Ilmala","2022","9","1","00:00","268.4"
"Jokioinen Ilmala","2022","9","2","00:00","268.2"
"Jokioinen Ilmala","2022","9","3","00:00","153"
"Jokioinen Ilmala","2022","9","4","00:00","98.5"
"Jokioinen Ilmala","2022","9","5","00:00","107.1"
"Jokioinen Ilmala","2022","9","6","00:00","149.8"
"Jokioinen Ilmala","2022","9","7","00:00","107.6"
"Jokioinen Ilmala","2022","9","8","00:00","341.6"
"Jokioinen Ilmala","2022","9","9","00:00","276.7"
"Jokioinen Ilmala","2022","9","10","00:00","315.9"
"Jokioinen Ilmala","2022","9","11","00:00","221.6"
"Jokioinen Ilmala","2022","9","12","00:00","267.3"
"Jokioinen Ilmala","2022","9","13","00:00","0.9"
"Jokioinen Ilmala","2022","9","14","00:00","0"
"Jokioinen Ilmala","2022","9","15","00:00","23.9"
"Jokioinen Ilmala","2022","9","16","00:00","30.1"
"Jokioinen Ilmala","2022","9","17","00:00","25.3"
"Jokioinen Ilmala","2022","9","18","00:00","16.2"
"Jokioinen Ilmala","2022","9","19","00:00","69.3"
"Jokioinen Ilmala","2022","9","20","00:00","2.5"
"Jokioinen Ilmala","2022","9","21","00:00","4.1"
"Jokioinen Ilmala","2022","9","22","00:00","263.4"
"Jokioinen Ilmala","2022","9","23","00:00","202.3"
"Jokioinen Ilmala","2022","9","24","00:00","72.9"
"Jokioinen Ilmala","2022","9","25","00:00","8.2"
"Jokioinen Ilmala","2022","9","26","00:00","33.9"
"Jokioinen Ilmala","2022","9","27","00:00","5.7"
"Jokioinen Ilmala","2022","9","28","00:00","58"
"Jokioinen Ilmala","2022","9","29","00:00","0.3"
"Jokioinen Ilmala","2022","9","30","00:00","9.1"
"Jokioinen Ilmala","2022","10","1","00:00","67.3"
"Jokioinen Ilmala","2022","10","2","00:00","1.1"
"Jokioinen Ilmala","2022","10","3","00:00","132.7"
"Jokioinen Ilmala","2022","10","4","00:00","251.5"
"Jokioinen Ilmala","2022","10","5","00:00","1"
"Jokioinen Ilmala","2022","10","6","00:00","23.2"
"Jokioinen Ilmala","2022","10","7","00:00","49.2"
"Jokioinen Ilmala","2022","10","8","00:00","33.6"
"Jokioinen Ilmala","2022","10","9","00:00","254.1"
"Jokioinen Ilmala","2022","10","10","00:00","130.3"
"Jokioinen Ilmala","2022","10","11","00:00","10"
"Jokioinen Ilmala","2022","10","12","00:00","122.2"
"Jokioinen Ilmala","2022","10","13","00:00","36.1"
"Jokioinen Ilmala","2022","10","14","00:00","-0.1"
"Jokioinen Ilmala","2022","10","15","00:00","0.1"
"Jokioinen Ilmala","2022","10","16","00:00","-0.1"
"Jokioinen Ilmala","2022","10","17","00:00","6.8"
"Jokioinen Ilmala","2022","10","18","00:00","4.7"
"Jokioinen Ilmala","2022","10","19","00:00","185.3"
"Jokioinen Ilmala","2022","10","20","00:00","126.4"
"Jokioinen Ilmala","2022","10","21","00:00","29.1"
"Jokioinen Ilmala","2022","10","22","00:00","44"
"Jokioinen Ilmala","2022","10","23","00:00","32.8"
"Jokioinen Ilmala","2022","10","24","00:00","221.3"
"Jokioinen Ilmala","2022","10","25","00:00","0.9"
"Jokioinen Ilmala","2022","10","26","00:00","0.7"
"Jokioinen Ilmala","2022","10","27","00:00","0.5"
"Jokioinen Ilmala","2022","10","28","00:00","1.6"
"Jokioinen Ilmala","2022","10","29","00:00","4.8"
"Jokioinen Ilmala","2022","10","30","00:00","33.3"
"Jokioinen Ilmala","2022","10","31","00:00","103.9"
"Jokioinen Ilmala","2022","11","1","00:00","6.6"
"Jokioinen Ilmala","2022","11","2","00:00","0.7"
"Jokioinen Ilmala","2022","11","3","00:00","0.4"
"Jokioinen Ilmala","2022","11","4","00:00","0.4"
"Jokioinen Ilmala","2022","11","5","00:00","0.4"
"Jokioinen Ilmala","2022","11","6","00:00","11.8"
"Jokioinen Ilmala","2022","11","7","00:00","-0.2"
"Jokioinen Ilmala","2022","11","8","00:00","0.2"
"Jokioinen Ilmala","2022","11","9","00:00","0.5"
"Jokioinen Ilmala","2022","11","10","00:00","0.4"
"Jokioinen Ilmala","2022","11","11","00:00","0"
"Jokioinen Ilmala","2022","11","12","00:00","147.3"
"Jokioinen Ilmala","2022","11","13","00:00","147.8"
"Jokioinen Ilmala","2022","11","14","00:00","1.2"
"Jokioinen Ilmala","2022","11","15","00:00","0.2"
"Jokioinen Ilmala","2022","11","16","00:00","1.1"
"Jokioinen Ilmala","2022","11","17","00:00","5"
"Jokioinen Ilmala","2022","11","18","00:00","1"
"Jokioinen Ilmala","2022","11","19","00:00","73.6"
"Jokioinen Ilmala","2022","11","20","00:00","0.2"
"Jokioinen Ilmala","2022","11","21","00:00","-0.1"
"Jokioinen Ilmala","2022","11","22","00:00","0.4"
"Jokioinen Ilmala","2022","11","23","00:00","0.4"
"Jokioinen Ilmala","2022","11","24","00:00","0.5"
"Jokioinen Ilmala","2022","11","25","00:00","0.3"
"Jokioinen Ilmala","2022","11","26","00:00","0.4"
"Jokioinen Ilmala","2022","11","27","00:00","0.4"
"Jokioinen Ilmala","2022","11","28","00:00","0.5"
"Jokioinen Ilmala","2022","11","29","00:00","0.2"
"Jokioinen Ilmala","2022","11","30","00:00","0.8"
"Jokioinen Ilmala","2022","12","1","00:00","1"
"Jokioinen Ilmala","2022","12","2","00:00","0.6"
"Jokioinen Ilmala","2022","12","3","00:00","1.5"
"Jokioinen Ilmala","2022","12","4","00:00","3.1"
"Jokioinen Ilmala","2022","12","5","00:00","30.2"
"Jokioinen Ilmala","2022","12","6","00:00","2"
"Jokioinen Ilmala","2022","12","7","00:00","2"
"Jokioinen Ilmala","2022","12","8","00:00","2.4"
"Jokioinen Ilmala","2022","12","9","00:00","16.3"
"Jokioinen Ilmala","2022","12","10","00:00","2.5"
"Jokioinen Ilmala","2022","12","11","00:00","1.1"
"Jokioinen Ilmala","2022","12","12","00:00","0.4"
"Jokioinen Ilmala","2022","12","13","00:00","1.4"
"Jokioinen Ilmala","2022","12","14","00:00","37.6"
"Jokioinen Ilmala","2022","12","15","00:00","24"
"Jokioinen Ilmala","2022","12","16","00:00","11.4"
"Jokioinen Ilmala","2022","12","17","00:00","42.4"
"Jokioinen Ilmala","2022","12","18","00:00","0.8"
"Jokioinen Ilmala","2022","12","19","00:00","2"
"Jokioinen Ilmala","2022","12","20","00:00","0.6"
"Jokioinen Ilmala","2022","12","21","00:00","0.9"
"Jokioinen Ilmala","2022","12","22","00:00","1"
"Jokioinen Ilmala","2022","12","23","00:00","0.9"
"Jokioinen Ilmala","2022","12","24","00:00","33.1"
"Jokioinen Ilmala","2022","12","25","00:00","3.6"
"Jokioinen Ilmala","2022","12","26","00:00","0.7"
"Jokioinen Ilmala","2022","12","27","00:00","0.6"
"Jokioinen Ilmala","2022","12","28","00:00","15"
"Jokioinen Ilmala","2022","12","29","00:00","0.6"
"Jokioinen Ilmala","2022","12","30","00:00","1.3"
"Jokioinen Ilmala","2022","12","31","00:00","0.5"
"Jokioinen Ilmala","2023","1","1","00:00","59.7"
"Jokioinen Ilmala","2023","1","2","00:00","5.8"
"Jokioinen Ilmala","2023","1","3","00:00","1.6"
"Jokioinen Ilmala","2023","1","4","00:00","0.8"
"Jokioinen Ilmala","2023","1","5","00:00","71.2"
"Jokioinen Ilmala","2023","1","6","00:00","4.1"
"Jokioinen Ilmala","2023","1","7","00:00","2.8"
"Jokioinen Ilmala","2023","1","8","00:00","0.9"
"Jokioinen Ilmala","2023","1","9","00:00","0.6"
"Jokioinen Ilmala","2023","1","10","00:00","0.9"
"Jokioinen Ilmala","2023","1","11","00:00","0.1"
"Jokioinen Ilmala","2023","1","12","00:00","0.5"
"Jokioinen Ilmala","2023","1","13","00:00","1.1"
"Jokioinen Ilmala","2023","1","14","00:00","0.5"
"Jokioinen Ilmala","2023","1","15","00:00","0.2"
"Jokioinen Ilmala","2023","1","16","00:00","0.5"
"Jokioinen Ilmala","2023","1","17","00:00","0.4"
"Jokioinen Ilmala","2023","1","18","00:00","1"
"Jokioinen Ilmala","2023","1","19","00:00","1.1"
"Jokioinen Ilmala","2023","1","20","00:00","8.3"
"Jokioinen Ilmala","2023","1","21","00:00","2.6"
"Jokioinen Ilmala","2023","1","22","00:00","2"
"Jokioinen Ilmala","2023","1","23","00:00","2"
"Jokioinen Ilmala","2023","1","24","00:00","1.7"
"Jokioinen Ilmala","2023","1","25","00:00","1"
"Jokioinen Ilmala","2023","1","26","00:00","9.8"
"Jokioinen Ilmala","2023","1","27","00:00","135.7"
"Jokioinen Ilmala","2023","1","28","00:00","1.1"
"Jokioinen Ilmala","2023","1","29","00:00","9.1"
"Jokioinen Ilmala","2023","1","30","00:00","0.9"
"Jokioinen Ilmala","2023","1","31","00:00","21.9"
"Jokioinen Ilmala","2023","2","1","00:00","3.4"
"Jokioinen Ilmala","2023","2","2","00:00","84.4"
"Jokioinen Ilmala","2023","2","3","00:00","15.5"
"Jokioinen Ilmala","2023","2","4","00:00","169.8"
"Jokioinen Ilmala","2023","2","5","00:00","3.3"
"Jokioinen Ilmala","2023","2","6","00:00","160"
"Jokioinen Ilmala","2023","2","7","00:00","1.9"
"Jokioinen Ilmala","2023","2","8","00:00","-"
"-","2023","2","9","00:00","-"
"Jokioinen Ilmala","2023","2","10","00:00","79.4"
"Jokioinen Ilmala","2023","2","11","00:00","152.4"
"Jokioinen Ilmala","2023","2","12","00:00","1.9"
"Jokioinen Ilmala","2023","2","13","00:00","0.6"
"Jokioinen Ilmala","2023","2","14","00:00","36.2"
"Jokioinen Ilmala","2023","2","15","00:00","8.1"
"Jokioinen Ilmala","2023","2","16","00:00","1.3"
"Jokioinen Ilmala","2023","2","17","00:00","1"
"Jokioinen Ilmala","2023","2","18","00:00","0.7"
"Jokioinen Ilmala","2023","2","19","00:00","2.1"
"Jokioinen Ilmala","2023","2","20","00:00","1.4"
"Jokioinen Ilmala","2023","2","21","00:00","2.1"
"Jokioinen Ilmala","2023","2","22","00:00","230.5"
"Jokioinen Ilmala","2023","2","23","00:00","1.4"
"Jokioinen Ilmala","2023","2","24","00:00","3.7"
"Jokioinen Ilmala","2023","2","25","00:00","38.5"
"Jokioinen Ilmala","2023","2","26","00:00","276.3"
"Jokioinen Ilmala","2023","2","27","00:00","2.8"
"Jokioinen Ilmala","2023","2","28","00:00","10.1"
"Jokioinen Ilmala","2023","3","1","00:00","148.2"
"Jokioinen Ilmala","2023","3","2","00:00","86.5"
"Jokioinen Ilmala","2023","3","3","00:00","174.6"
"Jokioinen Ilmala","2023","3","4","00:00","9.6"
"Jokioinen Ilmala","2023","3","5","00:00","6.8"
"Jokioinen Ilmala","2023","3","6","00:00","82.1"
"Jokioinen Ilmala","2023","3","7","00:00","292.4"
"Jokioinen Ilmala","2023","3","8","00:00","1.8"
"Jokioinen Ilmala","2023","3","9","00:00","321.6"
"Jokioinen Ilmala","2023","3","10","00:00","63"
